time,position,velocity,energy
7.15, 1.84333, -0.569068, 3.7217
7.16, 1.83764, -0.587501, 3.72207
7.17, 1.83176, -0.605877, 3.72244
7.18, 1.8257, -0.624195, 3.72282
7.19, 1.81946, -0.642452, 3.72319
7.2, 1.81304, -0.660647, 3.72356
7.21, 1.80643, -0.678777, 3.72393
7.22, 1.79964, -0.696841, 3.7243
7.23, 1.79268, -0.714838, 3.72468
7.24, 1.78553, -0.732765, 3.72505
7.25, 1.7782, -0.75062, 3.72542
7.26, 1.77069, -0.768402, 3.72579
7.27, 1.76301, -0.786109, 3.72617
7.28, 1.75515, -0.803739, 3.72654
7.29, 1.74711, -0.82129, 3.72691
7.3, 1.7389, -0.838761, 3.72729
7.31, 1.73051, -0.85615, 3.72766
7.32, 1.72195, -0.873455, 3.72803
7.33, 1.71321, -0.890675, 3.7284
7.34, 1.70431, -0.907807, 3.72878
7.35, 1.69523, -0.92485, 3.72915
7.36, 1.68598, -0.941802, 3.72952
7.37, 1.67656, -0.958662, 3.7299
7.38, 1.66698, -0.975428, 3.73027
7.39, 1.65722, -0.992098, 3.73064
7.4, 1.6473, -1.00867, 3.73101
7.41, 1.63721, -1.02514, 3.73139
7.42, 1.62696, -1.04151, 3.73176
7.43, 1.61655, -1.05778, 3.73213
7.44, 1.60597, -1.07395, 3.73251
7.45, 1.59523, -1.09001, 3.73288
7.46, 1.58433, -1.10596, 3.73325
7.47, 1.57327, -1.12181, 3.73363
7.48, 1.56205, -1.13754, 3.734
7.49, 1.55068, -1.15316, 3.73437
7.5, 1.53915, -1.16867, 3.73475
7.51, 1.52746, -1.18406, 3.73512
7.52, 1.51562, -1.19933, 3.73549
7.53, 1.50362, -1.21449, 3.73587
7.54, 1.49148, -1.22952, 3.73624
7.55, 1.47918, -1.24444, 3.73661
7.56, 1.46674, -1.25923, 3.73699
7.57, 1.45415, -1.2739, 3.73736
7.58, 1.44141, -1.28844, 3.73774
7.59, 1.42852, -1.30285, 3.73811
7.6, 1.4155, -1.31714, 3.73848
7.61, 1.40232, -1.33129, 3.73886
7.62, 1.38901, -1.34532, 3.73923
7.63, 1.37556, -1.35921, 3.7396
7.64, 1.36197, -1.37296, 3.73998
7.65, 1.34824, -1.38658, 3.74035
7.66, 1.33437, -1.40006, 3.74073
7.67, 1.32037, -1.41341, 3.7411
7.68, 1.30624, -1.42661, 3.74148
7.69, 1.29197, -1.43967, 3.74185
7.7, 1.27757, -1.45259, 3.74222
7.71, 1.26305, -1.46537, 3.7426
7.72, 1.24839, -1.478, 3.74297
7.73, 1.23361, -1.49048, 3.74335
7.74, 1.21871, -1.50282, 3.74372
7.75, 1.20368, -1.51501, 3.74409
7.76, 1.18853, -1.52704, 3.74447
7.77, 1.17326, -1.53893, 3.74484
7.78, 1.15787, -1.55066, 3.74522
7.79, 1.14236, -1.56224, 3.74559
7.8, 1.12674, -1.57366, 3.74597
7.81, 1.11101, -1.58493, 3.74634
7.82, 1.09516, -1.59604, 3.74672
7.83, 1.0792, -1.60699, 3.74709
7.84, 1.06313, -1.61779, 3.74747
7.85, 1.04695, -1.62842, 3.74784
7.86, 1.03066, -1.63889, 3.74822
7.87, 1.01427, -1.64919, 3.74859
7.88, 0.997783, -1.65934, 3.74897
7.89, 0.981189, -1.66931, 3.74934
7.9, 0.964496, -1.67913, 3.74971
7.91, 0.947705, -1.68877, 3.75009
7.92, 0.930817, -1.69825, 3.75046
7.93, 0.913835, -1.70756, 3.75084
7.94, 0.896759, -1.71669, 3.75122
7.95, 0.879592, -1.72566, 3.75159
7.96, 0.862336, -1.73446, 3.75197
7.97, 0.844991, -1.74308, 3.75234
7.98, 0.82756, -1.75153, 3.75272
7.99, 0.810045, -1.75981, 3.75309
8, 0.792447, -1.76791, 3.75347
8.01, 0.774768, -1.77583, 3.75384
8.02, 0.75701, -1.78358, 3.75422
8.03, 0.739174, -1.79115, 3.75459
8.04, 0.721262, -1.79854, 3.75497
8.05, 0.703277, -1.80575, 3.75534
8.06, 0.685219, -1.81279, 3.75572
8.07, 0.667091, -1.81964, 3.75609
8.08, 0.648895, -1.82631, 3.75647
8.09, 0.630632, -1.8328, 3.75685
8.1, 0.612304, -1.8391, 3.75722
8.11, 0.593913, -1.84523, 3.7576
8.12, 0.575461, -1.85117, 3.75797
8.13, 0.556949, -1.85692, 3.75835
8.14, 0.53838, -1.86249, 3.75872
8.15, 0.519755, -1.86787, 3.7591
8.16, 0.501076, -1.87307, 3.75948
8.17, 0.482345, -1.87808, 3.75985
8.18, 0.463565, -1.88291, 3.76023
8.19, 0.444736, -1.88754, 3.7606
8.2, 0.42586, -1.89199, 3.76098
8.21, 0.40694, -1.89625, 3.76136
8.22, 0.387978, -1.90032, 3.76173
8.23, 0.368975, -1.9042, 3.76211
8.24, 0.349933, -1.90789, 3.76249
8.25, 0.330854, -1.91139, 3.76286
8.26, 0.31174, -1.91469, 3.76324
8.27, 0.292593, -1.91781, 3.76361
8.28, 0.273415, -1.92074, 3.76399
8.29, 0.254207, -1.92347, 3.76437
8.3, 0.234973, -1.92601, 3.76474
8.31, 0.215713, -1.92836, 3.76512
8.32, 0.196429, -1.93052, 3.7655
8.33, 0.177124, -1.93249, 3.76587
8.34, 0.157799, -1.93426, 3.76625
8.35, 0.138456, -1.93583, 3.76663
8.36, 0.119098, -1.93722, 3.767
8.37, 0.0997257, -1.93841, 3.76738
8.38, 0.0803416, -1.93941, 3.76776
8.39, 0.0609476, -1.94021, 3.76813
8.4, 0.0415455, -1.94082, 3.76851
8.41, 0.0221373, -1.94124, 3.76889
8.42, 0.0027249, -1.94146, 3.76926
8.43, -0.0166897, -1.94148, 3.76964
8.44, -0.0361045, -1.94132, 3.77002
8.45, -0.0555177, -1.94096, 3.77039
8.46, -0.0749273, -1.9404, 3.77077
8.47, -0.0943313, -1.93965, 3.77115
8.48, -0.113728, -1.93871, 3.77153
8.49, -0.133115, -1.93757, 3.7719
8.5, -0.152491, -1.93624, 3.77228
8.51, -0.171853, -1.93472, 3.77266
8.52, -0.1912, -1.933, 3.77303
8.53, -0.21053, -1.93108, 3.77341
8.54, -0.229841, -1.92898, 3.77379
8.55, -0.249131, -1.92668, 3.77417
8.56, -0.268398, -1.92419, 3.77454
8.57, -0.287639, -1.92151, 3.77492
8.58, -0.306855, -1.91863, 3.7753
8.59, -0.326041, -1.91556, 3.77568
8.6, -0.345196, -1.9123, 3.77605
8.61, -0.364319, -1.90885, 3.77643
8.62, -0.383408, -1.90521, 3.77681
8.63, -0.40246, -1.90137, 3.77719
8.64, -0.421474, -1.89735, 3.77756
8.65, -0.440447, -1.89313, 3.77794
8.66, -0.459378, -1.88873, 3.77832
8.67, -0.478266, -1.88413, 3.7787
8.68, -0.497107, -1.87935, 3.77908
8.69, -0.515901, -1.87438, 3.77945
8.7, -0.534644, -1.86922, 3.77983
8.71, -0.553337, -1.86387, 3.78021
8.72, -0.571975, -1.85834, 3.78059
8.73, -0.590559, -1.85262, 3.78097
8.74, -0.609085, -1.84672, 3.78134
8.75, -0.627552, -1.84062, 3.78172
8.76, -0.645958, -1.83435, 3.7821
8.77, -0.664302, -1.82789, 3.78248
8.78, -0.682581, -1.82125, 3.78286
8.79, -0.700793, -1.81442, 3.78323
8.8, -0.718937, -1.80741, 3.78361
8.81, -0.737012, -1.80022, 3.78399
8.82, -0.755014, -1.79285, 3.78437
8.83, -0.772942, -1.7853, 3.78475
8.84, -0.790795, -1.77757, 3.78513
8.85, -0.808571, -1.76967, 3.78551
8.86, -0.826268, -1.76158, 3.78588
8.87, -0.843884, -1.75332, 3.78626
8.88, -0.861417, -1.74488, 3.78664
8.89, -0.878866, -1.73626, 3.78702
8.9, -0.896228, -1.72748, 3.7874
8.91, -0.913503, -1.71851, 3.78778
8.92, -0.930688, -1.70938, 3.78816
8.93, -0.947782, -1.70007, 3.78853
8.94, -0.964783, -1.69059, 3.78891
8.95, -0.981689, -1.68095, 3.78929
8.96, -0.998498, -1.67113, 3.78967
8.97, -1.01521, -1.66114, 3.79005
8.98, -1.03182, -1.65099, 3.79043
8.99, -1.04833, -1.64067, 3.79081
9, -1.06474, -1.63019, 3.79119
9.01, -1.08104, -1.61954, 3.79157
9.02, -1.09723, -1.60873, 3.79195
9.03, -1.11332, -1.59776, 3.79232
9.04, -1.1293, -1.58663, 3.7927
9.05, -1.14517, -1.57533, 3.79308
9.06, -1.16092, -1.56388, 3.79346
9.07, -1.17656, -1.55227, 3.79384
9.08, -1.19208, -1.54051, 3.79422
9.09, -1.20749, -1.52859, 3.7946
9.1, -1.22277, -1.51651, 3.79498
9.11, -1.23794, -1.50428, 3.79536
9.12, -1.25298, -1.49191, 3.79574
9.13, -1.2679, -1.47938, 3.79612
9.14, -1.28269, -1.4667, 3.7965
9.15, -1.29736, -1.45387, 3.79688
9.16, -1.3119, -1.4409, 3.79726
9.17, -1.32631, -1.42778, 3.79764
9.18, -1.34058, -1.41451, 3.79802
9.19, -1.35473, -1.40111, 3.7984
9.2, -1.36874, -1.38756, 3.79878
9.21, -1.38262, -1.37387, 3.79916
9.22, -1.39636, -1.36005, 3.79954
9.23, -1.40996, -1.34608, 3.79992
9.24, -1.42342, -1.33198, 3.8003
9.25, -1.43674, -1.31775, 3.80068
9.26, -1.44991, -1.30338, 3.80106
9.27, -1.46295, -1.28888, 3.80144
9.28, -1.47584, -1.27425, 3.80182
9.29, -1.48858, -1.2595, 3.8022
9.3, -1.50117, -1.24461, 3.80258
9.31, -1.51362, -1.2296, 3.80296
9.32, -1.52592, -1.21446, 3.80334
9.33, -1.53806, -1.1992, 3.80372
9.34, -1.55005, -1.18382, 3.8041
9.35, -1.56189, -1.16832, 3.80448
9.36, -1.57357, -1.1527, 3.80486
9.37, -1.5851, -1.13697, 3.80524
9.38, -1.59647, -1.12112, 3.80562
9.39, -1.60768, -1.10515, 3.806
9.4, -1.61873, -1.08907, 3.80638
9.41, -1.62962, -1.07289, 3.80676
9.42, -1.64035, -1.05659, 3.80714
9.43, -1.65092, -1.04019, 3.80752
9.44, -1.66132, -1.02368, 3.8079
9.45, -1.67156, -1.00706, 3.80829
9.46, -1.68163, -0.990349, 3.80867
9.47, -1.69153, -0.973533, 3.80905
9.48, -1.70127, -0.956617, 3.80943
9.49, -1.71083, -0.939605, 3.80981
9.5, -1.72023, -0.922496, 3.81019
9.51, -1.72945, -0.905294, 3.81057
9.52, -1.73851, -0.888, 3.81095
9.53, -1.74739, -0.870615, 3.81133
9.54, -1.75609, -0.853141, 3.81171
9.55, -1.76463, -0.83558, 3.8121
9.56, -1.77298, -0.817933, 3.81248
9.57, -1.78116, -0.800204, 3.81286
9.58, -1.78916, -0.782392, 3.81324
9.59, -1.79699, -0.7645, 3.81362
9.6, -1.80463, -0.746531, 3.814
9.61, -1.8121, -0.728484, 3.81438
9.62, -1.81938, -0.710363, 3.81476
9.63, -1.82649, -0.692169, 3.81515
9.64, -1.83341, -0.673905, 3.81553
9.65, -1.84015, -0.655571, 3.81591
9.66, -1.8467, -0.637169, 3.81629
9.67, -1.85307, -0.618702, 3.81667
9.68, -1.85926, -0.600171, 3.81705
9.69, -1.86526, -0.581579, 3.81744
9.7, -1.87108, -0.562926, 3.81782
9.71, -1.87671, -0.544215, 3.8182
9.72, -1.88215, -0.525448, 3.81858
9.73, -1.8874, -0.506627, 3.81896
9.74, -1.89247, -0.487753, 3.81934
9.75, -1.89735, -0.468828, 3.81973
9.76, -1.90204, -0.449855, 3.82011
9.77, -1.90653, -0.430834, 3.82049
9.78, -1.91084, -0.411769, 3.82087
9.79, -1.91496, -0.39266, 3.82125
9.8, -1.91889, -0.373511, 3.82164
9.81, -1.92262, -0.354322, 3.82202
9.82, -1.92617, -0.335096, 3.8224
9.83, -1.92952, -0.315834, 3.82278
9.84, -1.93267, -0.296539, 3.82317
9.85, -1.93564, -0.277212, 3.82355
9.86, -1.93841, -0.257856, 3.82393
9.87, -1.94099, -0.238472, 3.82431
9.88, -1.94338, -0.219062, 3.8247
9.89, -1.94557, -0.199628, 3.82508
9.9, -1.94756, -0.180172, 3.82546
9.91, -1.94936, -0.160697, 3.82584
9.92, -1.95097, -0.141203, 3.82623
9.93, -1.95238, -0.121693, 3.82661
9.94, -1.9536, -0.10217, 3.82699
9.95, -1.95462, -0.0826336, 3.82737
9.96, -1.95545, -0.0630874, 3.82776
9.97, -1.95608, -0.0435329, 3.82814
9.98, -1.95651, -0.0239721, 3.82852
9.99, -1.95675, -0.00440699, 3.8289
10, -1.9568, 0.0151605, 3.82929
